Date,Open,High,Low,Close,Adj Close,Volume
2020-01-01,569.4000244140625,572.9000244140625,566.8499755859375,571.9500122070312,552.4356079101562,918373
2020-01-02,572.5499877929688,575.0,570.5,573.5499877929688,553.9808959960938,1075642
2020-01-03,574.0,588.5,572.8499755859375,585.0499877929688,565.0885620117188,3269446
2020-01-06,585.0,592.2000122070312,579.4500122070312,582.0,562.142578125,3589985
2020-01-07,582.0,587.75,579.0499877929688,584.25,564.31591796875,3179728
2020-01-08,583.0,593.0,578.0,585.75,565.7646484375,3593096
2020-01-09,586.0,588.1500244140625,579.25,580.2999877929688,560.5005493164062,2313648
2020-01-10,582.0,589.7999877929688,577.4000244140625,580.3499755859375,560.548828125,2049636
2020-01-13,583.9500122070312,590.0,581.0,586.5,566.4890747070312,4096054
2020-01-14,587.2000122070312,597.4000244140625,587.1500244140625,594.2999877929688,574.02294921875,3395378
2020-01-15,597.0,598.2999877929688,591.7000122070312,595.75,575.4235229492188,2348102
2020-01-16,597.0,598.2999877929688,586.75,593.25,573.0088500976562,2107442
2020-01-17,585.0,602.0,585.0,598.7999877929688,578.3693237304688,4555694
2020-01-20,618.0,618.0,584.0999755859375,589.25,569.1452026367188,10272118
2020-01-21,589.2999877929688,593.25,582.3499755859375,584.0499877929688,564.1226196289062,2640668
2020-01-22,585.2000122070312,595.0,581.5,590.6500244140625,570.4974365234375,4402650
2020-01-23,590.0999755859375,599.9500122070312,587.0,598.9500122070312,578.5143432617188,6089397
2020-01-24,599.0,609.0,595.5,607.7000122070312,588.9323120117188,3551260
2020-01-27,607.7000122070312,608.0,601.75,604.3499755859375,585.6857299804688,2450421
2020-01-28,607.2999877929688,607.3499755859375,592.5999755859375,601.4500122070312,582.8754272460938,5330709
2020-01-29,605.0,611.5,602.2000122070312,608.8499755859375,590.0467529296875,4281329
2020-01-30,612.0,613.8499755859375,603.6500244140625,607.8499755859375,589.0776977539062,3334901
2020-01-31,607.8499755859375,608.9000244140625,589.5999755859375,591.4000244140625,573.1357421875,3590768
2020-02-03,591.4000244140625,593.6500244140625,577.5,579.0999755859375,561.2155151367188,4024193
2020-02-04,583.0,589.25,582.5,586.5,568.386962890625,3246094
2020-02-05,589.4000244140625,598.5,586.0,595.5999755859375,577.2059936523438,3006324
2020-02-06,598.9500122070312,613.0,598.0,599.7000122070312,581.1793823242188,4704968
2020-02-07,601.6500244140625,609.2000122070312,599.1500244140625,607.7000122070312,588.9323120117188,2865379
2020-02-10,608.9000244140625,611.5499877929688,601.6500244140625,604.9000244140625,586.2188110351562,2286213
2020-02-11,606.0,613.75,605.7000122070312,610.6500244140625,591.791259765625,2458748
2020-02-12,613.0,620.5,610.2999877929688,614.0999755859375,595.1346435546875,4873027
2020-02-13,612.0,613.9500122070312,604.0499877929688,612.4500122070312,593.5355834960938,2090363
